device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,target
AC,104,cold,2018-01-02,11:00:00,12:00:00,morning,12,19,1158,1
AC,104,low cold,2018-01-02,17:00:00,18:00:00,evening,14,50,1304,1
AC,104,low cold,2018-01-03,00:00:00,01:00:00,midnight,13,18,1692,0
AC,104,hot,2018-01-03,01:00:00,02:00:00,midnight,9,11,1134,1
AC,104,low cold,2018-01-03,03:00:00,04:00:00,midnight,13,42,1200,1
AC,104,low hot,2018-01-03,04:00:00,05:00:00,early morning,13,31,1252,1
AC,104,low hot,2018-01-03,05:00:00,06:00:00,early morning,6,37,1078,1
AC,104,low cold,2018-01-03,05:00:00,06:00:00,early morning,2,18,1287,1
AC,104,very hot,2018-01-03,10:00:00,11:00:00,morning,9,8,1830,0
AC,104,hot,2018-01-03,11:00:00,12:00:00,morning,10,36,1353,1
AC,104,low hot,2018-01-03,13:00:00,14:00:00,afternoon,8,18,1033,1
AC,104,low cold,2018-01-03,13:00:00,14:00:00,afternoon,4,34,1747,0
AC,104,cold,2018-01-03,13:00:00,14:00:00,afternoon,10,55,1680,1
AC,104,low cold,2018-01-03,14:00:00,15:00:00,afternoon,1,41,1633,0
AC,104,low cold,2018-01-03,15:00:00,16:00:00,afternoon,8,34,1815,0
AC,104,low hot,2018-01-03,17:00:00,18:00:00,evening,9,7,1791,0
AC,104,low hot,2018-01-03,21:00:00,22:00:00,night,7,46,1358,1
AC,104,low hot,2018-01-03,22:00:00,23:00:00,night,6,29,1877,0
AC,104,low hot,2018-01-04,00:00:00,01:00:00,midnight,10,52,1191,1
AC,104,very cold,2018-01-04,02:00:00,03:00:00,midnight,0,0,1413,1
AC,104,very cold,2018-01-04,03:00:00,04:00:00,midnight,11,56,1006,1
AC,104,low cold,2018-01-04,14:00:00,15:00:00,afternoon,12,53,1059,1
AC,104,cold,2018-01-04,14:00:00,15:00:00,afternoon,8,22,1494,0
AC,104,very hot,2018-01-04,15:00:00,16:00:00,afternoon,1,30,1372,1
AC,104,hot,2018-01-04,16:00:00,17:00:00,evening,0,0,1235,1
AC,104,hot,2018-01-04,18:00:00,19:00:00,evening,8,8,1616,0
AC,104,very hot,2018-01-04,19:00:00,20:00:00,night,7,9,1648,0
AC,104,low hot,2018-01-04,21:00:00,22:00:00,night,0,0,1037,1
AC,104,cold,2018-01-04,23:00:00,00:00:00,midnight,1,3,1112,1
AC,104,low cold,2018-01-04,23:00:00,00:00:00,midnight,13,11,1755,0
AC,104,hot,2018-01-05,03:00:00,04:00:00,midnight,13,18,1607,0
AC,104,cold,2018-01-05,11:00:00,12:00:00,morning,0,0,1772,0
Computer,104,very hot,2018-01-27,05:00:00,06:00:00,early morning,2,41,398,1
Computer,104,hot,2018-01-27,06:00:00,07:00:00,early morning,9,3,346,1
Computer,104,very hot,2018-01-27,13:00:00,14:00:00,afternoon,2,12,389,1
Computer,104,cold,2018-01-27,22:00:00,23:00:00,night,6,35,418,0
Computer,104,very hot,2018-01-28,01:00:00,02:00:00,midnight,9,57,400,1
Computer,104,low cold,2018-01-28,06:00:00,07:00:00,early morning,7,21,353,1
Computer,104,cold,2018-01-28,08:00:00,09:00:00,morning,2,40,357,1
Computer,104,very cold,2018-01-28,18:00:00,19:00:00,evening,4,35,490,0
Computer,104,cold,2018-01-28,18:00:00,19:00:00,evening,14,34,402,0
Computer,104,very cold,2018-01-28,19:00:00,20:00:00,night,12,20,360,1
Computer,104,low hot,2018-01-28,21:00:00,22:00:00,night,15,51,305,1
Computer,104,hot,2018-01-28,22:00:00,23:00:00,night,11,10,396,0
Computer,104,low cold,2018-01-28,23:00:00,00:00:00,midnight,11,9,496,0
Computer,104,low hot,2018-01-29,03:00:00,04:00:00,midnight,8,34,410,0
Computer,104,very cold,2018-01-29,04:00:00,05:00:00,early morning,10,7,351,1
Computer,104,very cold,2018-01-29,08:00:00,09:00:00,morning,2,10,380,1
Computer,104,hot,2018-01-29,11:00:00,12:00:00,morning,11,45,333,1
Computer,104,low cold,2018-01-29,12:00:00,13:00:00,afternoon,6,11,383,1
Computer,104,very hot,2018-01-29,15:00:00,16:00:00,afternoon,15,12,465,0
Computer,104,hot,2018-01-29,17:00:00,18:00:00,evening,12,26,476,0
Computer,104,very hot,2018-01-29,21:00:00,22:00:00,night,1,57,378,0
Computer,104,low hot,2018-01-30,00:00:00,01:00:00,midnight,3,8,316,1
Computer,104,hot,2018-01-30,01:00:00,02:00:00,midnight,11,50,356,1
Computer,104,hot,2018-01-30,09:00:00,10:00:00,morning,1,42,357,0
Computer,104,cold,2018-01-30,11:00:00,12:00:00,morning,8,16,378,1
Computer,104,low cold,2018-01-30,14:00:00,15:00:00,afternoon,14,54,306,1
Computer,104,very cold,2018-01-30,21:00:00,22:00:00,night,8,31,357,1
Computer,104,cold,2018-01-30,23:00:00,00:00:00,midnight,13,10,397,1
Computer,104,low cold,2018-01-30,23:00:00,00:00:00,midnight,13,53,495,0
Computer,104,very hot,2018-01-31,00:00:00,01:00:00,midnight,6,31,459,0
Computer,104,very hot,2018-01-31,01:00:00,02:00:00,midnight,9,51,480,0
Computer,104,low cold,2018-01-31,01:00:00,02:00:00,midnight,0,0,385,0
Computer,104,low cold,2018-01-31,02:00:00,03:00:00,midnight,8,27,379,1
Computer,104,low hot,2018-01-31,05:00:00,06:00:00,early morning,6,48,466,0
Computer,104,very cold,2018-01-31,06:00:00,07:00:00,early morning,4,7,480,0
Computer,104,very hot,2018-01-31,07:00:00,08:00:00,morning,8,11,308,1
Computer,104,hot,2018-01-31,08:00:00,09:00:00,morning,7,45,401,0
Computer,104,low cold,2018-01-31,12:00:00,13:00:00,afternoon,9,37,496,0
Computer,104,low hot,2018-01-31,16:00:00,17:00:00,evening,0,0,314,1
Computer,104,low hot,2018-01-31,22:00:00,23:00:00,night,3,35,414,0
Heater,104,low cold,2018-01-18,18:00:00,19:00:00,evening,5,24,2975,0
Heater,104,very cold,2018-01-19,08:00:00,09:00:00,morning,7,8,2295,1
Heater,104,very hot,2018-01-19,13:00:00,14:00:00,afternoon,5,28,2174,0
Heater,104,low hot,2018-01-19,14:00:00,15:00:00,afternoon,2,13,1858,1
Heater,104,very hot,2018-01-19,14:00:00,15:00:00,afternoon,12,39,1744,1
Heater,104,very hot,2018-01-19,18:00:00,19:00:00,evening,4,44,2459,1
Heater,104,cold,2018-01-19,18:00:00,19:00:00,evening,10,18,1620,1
Heater,104,low cold,2018-01-19,19:00:00,20:00:00,night,9,50,1599,1
Heater,104,low hot,2018-01-19,20:00:00,21:00:00,night,14,3,1754,1
Heater,104,very cold,2018-01-19,20:00:00,21:00:00,night,12,48,1925,0
Heater,104,cold,2018-01-19,23:00:00,00:00:00,midnight,1,12,2851,0
Heater,104,very cold,2018-01-19,23:00:00,00:00:00,midnight,10,37,2422,0
Heater,104,cold,2018-01-20,03:00:00,04:00:00,midnight,4,44,1657,1
Heater,104,very hot,2018-01-20,04:00:00,05:00:00,early morning,9,24,2999,0
Heater,104,hot,2018-01-20,04:00:00,05:00:00,early morning,4,58,2123,1
Heater,104,hot,2018-01-20,04:00:00,05:00:00,early morning,11,20,2834,0
Heater,104,cold,2018-01-20,06:00:00,07:00:00,early morning,3,39,1740,1
Heater,104,cold,2018-01-20,11:00:00,12:00:00,morning,8,49,2692,0
Heater,104,very cold,2018-01-20,17:00:00,18:00:00,evening,13,59,2242,1
Heater,104,hot,2018-01-20,18:00:00,19:00:00,evening,10,21,2052,1
Heater,104,very hot,2018-01-20,19:00:00,20:00:00,night,9,26,2919,0
Heater,104,low hot,2018-01-20,22:00:00,23:00:00,night,0,0,2351,1
Heater,104,hot,2018-01-21,01:00:00,02:00:00,midnight,0,0,1970,1
Heater,104,hot,2018-01-21,03:00:00,04:00:00,midnight,2,21,1615,1
Heater,104,very hot,2018-01-21,05:00:00,06:00:00,early morning,2,55,1680,1
Heater,104,low cold,2018-01-21,07:00:00,08:00:00,morning,11,4,2029,1
Heater,104,very cold,2018-01-21,12:00:00,13:00:00,afternoon,8,26,1690,1
Heater,104,very cold,2018-01-21,14:00:00,15:00:00,afternoon,4,56,2433,0
Heater,104,very cold,2018-01-21,14:00:00,15:00:00,afternoon,8,59,1886,1
Heater,104,very cold,2018-01-21,14:00:00,15:00:00,afternoon,0,0,2057,1
Heater,104,very hot,2018-01-21,15:00:00,16:00:00,afternoon,0,0,2920,0
Heater,104,low cold,2018-01-21,22:00:00,23:00:00,night,7,49,2214,1
Heater,104,low cold,2018-01-22,13:00:00,14:00:00,afternoon,1,1,2771,0
Heater,104,low cold,2018-01-22,20:00:00,21:00:00,night,11,38,2499,0
Heater,104,hot,2018-01-22,21:00:00,22:00:00,night,12,23,1760,1
Heater,104,very cold,2018-01-22,23:00:00,00:00:00,midnight,1,31,1999,1
Lights,104,low cold,2018-01-05,04:00:00,05:00:00,early morning,11,13,1196,1
Lights,104,cold,2018-01-05,08:00:00,09:00:00,morning,9,46,1674,0
Lights,104,low cold,2018-01-05,09:00:00,10:00:00,morning,10,13,1231,1
Lights,104,cold,2018-01-05,22:00:00,23:00:00,night,12,51,1580,0
Lights,104,very hot,2018-01-05,22:00:00,23:00:00,night,11,49,1563,0
Lights,104,low cold,2018-01-06,01:00:00,02:00:00,midnight,7,34,1203,1
Lights,104,hot,2018-01-06,01:00:00,02:00:00,midnight,10,55,1833,0
Lights,104,hot,2018-01-06,03:00:00,04:00:00,midnight,4,14,1620,0
Lights,104,very cold,2018-01-06,03:00:00,04:00:00,midnight,11,54,1087,1
Lights,104,very hot,2018-01-06,06:00:00,07:00:00,early morning,11,47,1335,1
Lights,104,low cold,2018-01-06,15:00:00,16:00:00,afternoon,13,57,1702,0
Lights,104,cold,2018-01-06,19:00:00,20:00:00,night,5,4,1893,0
Lights,104,low hot,2018-01-06,23:00:00,00:00:00,midnight,1,28,1080,1
Lights,104,very cold,2018-01-07,04:00:00,05:00:00,early morning,8,29,1048,1
Lights,104,cold,2018-01-07,07:00:00,08:00:00,morning,10,30,1694,0
Lights,104,very cold,2018-01-07,09:00:00,10:00:00,morning,0,0,1350,1
Lights,104,cold,2018-01-07,15:00:00,16:00:00,afternoon,14,43,1404,1
Lights,104,very cold,2018-01-07,15:00:00,16:00:00,afternoon,13,34,1576,1
Lights,104,cold,2018-01-07,16:00:00,17:00:00,evening,15,33,1431,1
Lights,104,hot,2018-01-07,16:00:00,17:00:00,evening,5,19,1556,1
Lights,104,very cold,2018-01-07,18:00:00,19:00:00,evening,5,49,1486,1
Lights,104,low cold,2018-01-08,00:00:00,01:00:00,midnight,4,18,1624,0
Lights,104,very hot,2018-01-08,05:00:00,06:00:00,early morning,8,16,1986,0
Lights,104,low cold,2018-01-08,09:00:00,10:00:00,morning,11,6,1544,1
Lights,104,cold,2018-01-08,12:00:00,13:00:00,afternoon,9,50,1737,0
Lights,104,low cold,2018-01-08,16:00:00,17:00:00,evening,11,9,1219,1
Lights,104,hot,2018-01-08,16:00:00,17:00:00,evening,12,51,1995,0
Lights,104,cold,2018-01-08,22:00:00,23:00:00,night,3,57,1697,0
Lights,104,very hot,2018-01-09,01:00:00,02:00:00,midnight,2,27,1692,0
Lights,104,low cold,2018-01-09,06:00:00,07:00:00,early morning,15,38,1971,0
Lights,104,very hot,2018-01-09,12:00:00,13:00:00,afternoon,0,0,1707,0
Lights,104,low hot,2018-01-09,18:00:00,19:00:00,evening,3,53,1188,1
Lights,104,hot,2018-01-09,18:00:00,19:00:00,evening,6,13,1253,1
Lights,104,hot,2018-01-09,19:00:00,20:00:00,night,15,8,1302,1
Microwave,104,low hot,2018-01-23,01:00:00,02:00:00,midnight,14,30,1893,0
Microwave,104,cold,2018-01-23,05:00:00,06:00:00,early morning,10,2,1298,1
Microwave,104,cold,2018-01-23,12:00:00,13:00:00,afternoon,7,14,1929,0
Microwave,104,very cold,2018-01-23,18:00:00,19:00:00,evening,4,5,1260,1
Microwave,104,very cold,2018-01-23,19:00:00,20:00:00,night,0,0,1106,1
Microwave,104,very cold,2018-01-23,21:00:00,22:00:00,night,0,0,1111,1
Microwave,104,hot,2018-01-23,22:00:00,23:00:00,night,11,45,1793,0
Microwave,104,cold,2018-01-24,02:00:00,03:00:00,midnight,8,48,1892,0
Microwave,104,hot,2018-01-24,04:00:00,05:00:00,early morning,3,59,1985,0
Microwave,104,low cold,2018-01-24,07:00:00,08:00:00,morning,9,2,1671,0
Microwave,104,low cold,2018-01-24,07:00:00,08:00:00,morning,9,29,1523,1
Microwave,104,cold,2018-01-24,13:00:00,14:00:00,afternoon,9,21,1376,0
Microwave,104,low cold,2018-01-24,15:00:00,16:00:00,afternoon,2,48,1547,0
Microwave,104,low cold,2018-01-24,16:00:00,17:00:00,evening,15,48,1900,0
Microwave,104,very cold,2018-01-24,17:00:00,18:00:00,evening,5,28,1577,0
Microwave,104,low cold,2018-01-24,20:00:00,21:00:00,night,7,48,1410,1
Microwave,104,cold,2018-01-24,20:00:00,21:00:00,night,11,28,1481,1
Microwave,104,low cold,2018-01-24,22:00:00,23:00:00,night,0,0,1219,1
Microwave,104,low hot,2018-01-25,04:00:00,05:00:00,early morning,13,58,1529,0
Microwave,104,low cold,2018-01-25,04:00:00,05:00:00,early morning,1,2,1506,1
Microwave,104,low cold,2018-01-25,22:00:00,23:00:00,night,1,17,1467,1
Microwave,104,very cold,2018-01-26,05:00:00,06:00:00,early morning,9,16,1050,1
Microwave,104,very cold,2018-01-26,07:00:00,08:00:00,morning,0,0,1256,1
Microwave,104,low hot,2018-01-26,12:00:00,13:00:00,afternoon,6,38,1492,0
Microwave,104,cold,2018-01-26,14:00:00,15:00:00,afternoon,15,43,1609,0
Microwave,104,hot,2018-01-26,18:00:00,19:00:00,evening,10,15,1138,1
Microwave,104,very hot,2018-01-27,08:00:00,09:00:00,morning,9,47,1712,0
Microwave,104,very hot,2018-01-27,11:00:00,12:00:00,morning,14,23,1912,0
Microwave,104,hot,2018-01-27,18:00:00,19:00:00,evening,11,43,1550,0
Microwave,104,hot,2018-01-27,19:00:00,20:00:00,night,1,32,1639,0
Refridgerator,104,low hot,2018-01-14,00:00:00,01:00:00,midnight,12,15,186,1
Refridgerator,104,cold,2018-01-14,02:00:00,03:00:00,midnight,13,36,146,1
Refridgerator,104,very cold,2018-01-14,06:00:00,07:00:00,early morning,9,36,236,0
Refridgerator,104,very cold,2018-01-15,01:00:00,02:00:00,midnight,12,52,293,0
Refridgerator,104,very hot,2018-01-15,01:00:00,02:00:00,midnight,8,39,222,0
Refridgerator,104,cold,2018-01-15,02:00:00,03:00:00,midnight,0,0,258,0
Refridgerator,104,hot,2018-01-15,07:00:00,08:00:00,morning,15,29,148,1
Refridgerator,104,very cold,2018-01-15,10:00:00,11:00:00,morning,8,40,123,1
Refridgerator,104,very cold,2018-01-15,11:00:00,12:00:00,morning,4,5,104,1
Refridgerator,104,low cold,2018-01-15,18:00:00,19:00:00,evening,5,58,171,1
Refridgerator,104,cold,2018-01-15,19:00:00,20:00:00,night,6,39,189,1
Refridgerator,104,very cold,2018-01-15,20:00:00,21:00:00,night,3,40,213,0
Refridgerator,104,very hot,2018-01-16,14:00:00,15:00:00,afternoon,0,0,255,0
Refridgerator,104,very cold,2018-01-16,17:00:00,18:00:00,evening,4,29,211,0
Refridgerator,104,cold,2018-01-16,19:00:00,20:00:00,night,11,34,163,1
Refridgerator,104,low hot,2018-01-16,22:00:00,23:00:00,night,12,47,156,1
Refridgerator,104,low cold,2018-01-17,01:00:00,02:00:00,midnight,3,25,254,0
Refridgerator,104,very hot,2018-01-17,04:00:00,05:00:00,early morning,15,7,298,0
Refridgerator,104,hot,2018-01-17,04:00:00,05:00:00,early morning,4,43,102,1
Refridgerator,104,low cold,2018-01-17,06:00:00,07:00:00,early morning,4,52,226,0
Refridgerator,104,hot,2018-01-17,06:00:00,07:00:00,early morning,10,10,249,0
Refridgerator,104,very cold,2018-01-17,13:00:00,14:00:00,afternoon,3,14,291,0
Refridgerator,104,cold,2018-01-17,18:00:00,19:00:00,evening,14,38,264,0
Refridgerator,104,low cold,2018-01-17,19:00:00,20:00:00,night,2,22,275,0
Refridgerator,104,low cold,2018-01-17,20:00:00,21:00:00,night,13,40,221,0
Refridgerator,104,low hot,2018-01-17,22:00:00,23:00:00,night,10,17,226,0
Refridgerator,104,very hot,2018-01-17,23:00:00,00:00:00,midnight,10,15,254,0
Refridgerator,104,low hot,2018-01-18,04:00:00,05:00:00,early morning,1,50,164,0
Refridgerator,104,hot,2018-01-18,07:00:00,08:00:00,morning,10,50,130,1
Refridgerator,104,low cold,2018-01-18,08:00:00,09:00:00,morning,8,45,138,1
Refridgerator,104,very hot,2018-01-18,11:00:00,12:00:00,morning,5,38,108,1
Refridgerator,104,hot,2018-01-18,12:00:00,13:00:00,afternoon,8,24,164,1
Refridgerator,104,low cold,2018-01-18,14:00:00,15:00:00,afternoon,4,8,163,1
Refridgerator,104,low cold,2018-01-18,17:00:00,18:00:00,evening,4,39,229,0
Refridgerator,104,low hot,2018-01-18,21:00:00,22:00:00,night,11,53,163,1
Television,104,low cold,2018-01-09,04:00:00,05:00:00,early morning,10,29,282,0
Television,104,hot,2018-01-10,00:00:00,01:00:00,midnight,5,3,217,1
Television,104,low hot,2018-01-10,06:00:00,07:00:00,early morning,9,43,207,1
Television,104,very hot,2018-01-10,12:00:00,13:00:00,afternoon,15,32,217,1
Television,104,very hot,2018-01-10,14:00:00,15:00:00,afternoon,3,32,265,0
Television,104,low cold,2018-01-10,14:00:00,15:00:00,afternoon,4,47,298,0
Television,104,cold,2018-01-10,16:00:00,17:00:00,evening,9,41,204,1
Television,104,hot,2018-01-10,19:00:00,20:00:00,night,11,44,201,1
Television,104,low hot,2018-01-10,21:00:00,22:00:00,night,5,4,245,1
Television,104,very hot,2018-01-11,03:00:00,04:00:00,midnight,12,19,290,0
Television,104,very hot,2018-01-11,05:00:00,06:00:00,early morning,5,22,231,1
Television,104,very hot,2018-01-11,06:00:00,07:00:00,early morning,9,23,228,1
Television,104,very cold,2018-01-11,08:00:00,09:00:00,morning,1,56,258,0
Television,104,hot,2018-01-11,10:00:00,11:00:00,morning,2,10,203,1
Television,104,low cold,2018-01-11,11:00:00,12:00:00,morning,3,9,220,1
Television,104,low cold,2018-01-11,12:00:00,13:00:00,afternoon,8,16,228,1
Television,104,very cold,2018-01-11,12:00:00,13:00:00,afternoon,2,4,262,0
Television,104,low cold,2018-01-11,13:00:00,14:00:00,afternoon,4,21,240,1
Television,104,low hot,2018-01-11,14:00:00,15:00:00,afternoon,12,19,202,1
Television,104,hot,2018-01-11,16:00:00,17:00:00,evening,6,12,210,1
Television,104,cold,2018-01-11,16:00:00,17:00:00,evening,4,13,247,1
Television,104,low hot,2018-01-11,17:00:00,18:00:00,evening,14,2,219,1
Television,104,cold,2018-01-11,22:00:00,23:00:00,night,10,55,221,1
Television,104,low hot,2018-01-12,03:00:00,04:00:00,midnight,7,22,283,0
Television,104,hot,2018-01-12,06:00:00,07:00:00,early morning,0,0,282,0
Television,104,low cold,2018-01-12,11:00:00,12:00:00,morning,8,30,266,0
Television,104,very cold,2018-01-12,13:00:00,14:00:00,afternoon,8,6,293,0
Television,104,very cold,2018-01-12,13:00:00,14:00:00,afternoon,1,29,264,0
Television,104,very hot,2018-01-12,15:00:00,16:00:00,afternoon,2,13,286,0
Television,104,cold,2018-01-12,16:00:00,17:00:00,evening,2,41,225,1
Television,104,hot,2018-01-12,17:00:00,18:00:00,evening,0,0,258,0
Television,104,low hot,2018-01-12,22:00:00,23:00:00,night,13,9,202,1
Television,104,cold,2018-01-12,23:00:00,00:00:00,midnight,9,7,213,1
Television,104,cold,2018-01-13,02:00:00,03:00:00,midnight,3,8,222,1
Television,104,very hot,2018-01-13,04:00:00,05:00:00,early morning,5,33,258,0
Television,104,low hot,2018-01-13,06:00:00,07:00:00,early morning,6,9,276,0
Television,104,low hot,2018-01-13,06:00:00,07:00:00,early morning,11,58,291,0
Television,104,very cold,2018-01-13,07:00:00,08:00:00,morning,6,30,299,0
Television,104,hot,2018-01-13,08:00:00,09:00:00,morning,4,44,202,1
Television,104,cold,2018-01-13,18:00:00,19:00:00,evening,1,54,263,0
Television,104,cold,2018-01-13,18:00:00,19:00:00,evening,4,23,279,0
Television,104,hot,2018-01-13,20:00:00,21:00:00,night,6,40,236,1
AC,105,cold,2018-01-01,04:00:00,05:00:00,early morning,0,0,1033,1
AC,105,low cold,2018-01-01,11:00:00,12:00:00,morning,7,1,1922,0
AC,105,hot,2018-01-01,18:00:00,19:00:00,evening,10,55,1361,1
AC,105,very hot,2018-01-01,20:00:00,21:00:00,night,12,48,1848,0
AC,105,very cold,2018-01-01,21:00:00,22:00:00,night,9,2,1243,1
AC,105,low hot,2018-01-02,10:00:00,11:00:00,morning,13,15,1487,0
AC,105,low cold,2018-01-02,14:00:00,15:00:00,afternoon,14,15,1188,1
AC,105,low cold,2018-01-02,17:00:00,18:00:00,evening,14,28,1822,0
AC,105,low hot,2018-01-02,17:00:00,18:00:00,evening,7,34,1439,1
AC,105,low cold,2018-01-02,19:00:00,20:00:00,night,7,2,1432,1
AC,105,low hot,2018-01-02,20:00:00,21:00:00,night,11,29,1220,1
AC,105,cold,2018-01-02,21:00:00,22:00:00,night,4,39,1244,1
AC,105,hot,2018-01-02,22:00:00,23:00:00,night,1,17,1880,0
AC,105,very cold,2018-01-02,23:00:00,00:00:00,midnight,0,0,1487,1
AC,105,hot,2018-01-02,23:00:00,00:00:00,midnight,2,42,1981,0
AC,105,low cold,2018-01-03,08:00:00,09:00:00,morning,4,12,1764,0
AC,105,low cold,2018-01-03,11:00:00,12:00:00,morning,5,32,1186,1
AC,105,very hot,2018-01-03,14:00:00,15:00:00,afternoon,0,0,1875,0
AC,105,low cold,2018-01-03,20:00:00,21:00:00,night,1,54,1005,1
AC,105,low cold,2018-01-03,21:00:00,22:00:00,night,11,5,1644,0
AC,105,cold,2018-01-03,23:00:00,00:00:00,midnight,5,56,1238,1
AC,105,low hot,2018-01-04,04:00:00,05:00:00,early morning,6,23,1649,0
AC,105,cold,2018-01-04,10:00:00,11:00:00,morning,2,54,1414,1
AC,105,very hot,2018-01-04,10:00:00,11:00:00,morning,13,29,1496,1
AC,105,very cold,2018-01-04,18:00:00,19:00:00,evening,15,18,1464,1
AC,105,low hot,2018-01-04,19:00:00,20:00:00,night,11,16,1670,0
AC,105,very cold,2018-01-05,00:00:00,01:00:00,midnight,9,3,1273,0
AC,105,low hot,2018-01-05,01:00:00,02:00:00,midnight,13,5,1852,0
AC,105,very cold,2018-01-05,02:00:00,03:00:00,midnight,0,0,1429,1
Computer,105,low cold,2018-01-27,02:00:00,03:00:00,midnight,12,11,487,0
Computer,105,cold,2018-01-27,08:00:00,09:00:00,morning,1,1,441,0
Computer,105,low cold,2018-01-27,09:00:00,10:00:00,morning,0,0,340,1
Computer,105,very cold,2018-01-27,12:00:00,13:00:00,afternoon,11,1,404,0
Computer,105,low hot,2018-01-27,12:00:00,13:00:00,afternoon,8,32,365,1
Computer,105,very hot,2018-01-27,16:00:00,17:00:00,evening,11,13,374,1
Computer,105,very cold,2018-01-27,20:00:00,21:00:00,night,6,23,349,1
Computer,105,very cold,2018-01-28,00:00:00,01:00:00,midnight,11,8,371,1
Computer,105,low hot,2018-01-28,02:00:00,03:00:00,midnight,15,23,308,1
Computer,105,hot,2018-01-28,03:00:00,04:00:00,midnight,2,45,416,0
Computer,105,low cold,2018-01-28,04:00:00,05:00:00,early morning,2,4,306,1
Computer,105,hot,2018-01-28,07:00:00,08:00:00,morning,0,0,484,0
Computer,105,cold,2018-01-28,09:00:00,10:00:00,morning,15,56,451,0
Computer,105,very hot,2018-01-28,13:00:00,14:00:00,afternoon,15,20,302,1
Computer,105,very hot,2018-01-28,15:00:00,16:00:00,afternoon,6,46,325,1
Computer,105,very cold,2018-01-28,16:00:00,17:00:00,evening,14,9,372,1
Computer,105,low cold,2018-01-28,22:00:00,23:00:00,night,8,50,371,1
Computer,105,very hot,2018-01-28,23:00:00,00:00:00,midnight,8,6,497,0
Computer,105,very hot,2018-01-29,01:00:00,02:00:00,midnight,12,21,342,1
Computer,105,hot,2018-01-29,06:00:00,07:00:00,early morning,12,23,335,1
Computer,105,low hot,2018-01-29,07:00:00,08:00:00,morning,4,32,300,1
Computer,105,very cold,2018-01-29,07:00:00,08:00:00,morning,1,37,412,0
Computer,105,hot,2018-01-29,17:00:00,18:00:00,evening,0,0,446,0
Computer,105,low cold,2018-01-29,17:00:00,18:00:00,evening,14,36,312,1
Computer,105,cold,2018-01-29,18:00:00,19:00:00,evening,1,10,375,1
