device,building,floor,room,type,power,date,from_time,to_time,no_of_people,time_stayed_mins,target
Television,1,10,0,outdoor,273,11-01-2018,02:00:00,03:00:00,2,25,0
Television,1,10,0,outdoor,226,11-01-2018,06:00:00,07:00:00,2,24,1
Television,1,10,0,outdoor,288,11-01-2018,09:00:00,10:00:00,9,23,0
Television,1,10,0,outdoor,248,12-01-2018,01:00:00,02:00:00,0,0,1
Television,1,10,0,outdoor,213,12-01-2018,04:00:00,05:00:00,4,26,1
Television,1,10,0,outdoor,285,12-01-2018,09:00:00,10:00:00,8,7,0
Television,1,10,0,outdoor,295,13-01-2018,14:00:00,15:00:00,10,20,0
Television,1,10,0,outdoor,276,13-01-2018,15:00:00,16:00:00,8,2,0
Television,1,10,0,outdoor,268,13-01-2018,19:00:00,20:00:00,10,8,0
Television,1,10,0,outdoor,252,13-01-2018,22:00:00,23:00:00,0,0,1
Television,1,10,0,outdoor,266,13-01-2018,23:00:00,00:00:00,0,0,0
Television,1,10,0,outdoor,289,14-01-2018,11:00:00,12:00:00,7,30,0
AC,2,1,101,indoor,1131,03-01-2018,11:00:00,12:00:00,0,0,1
AC,2,1,101,indoor,1973,04-01-2018,08:00:00,09:00:00,7,1,0
AC,2,1,101,indoor,1503,04-01-2018,19:00:00,20:00:00,9,14,0
AC,2,1,101,indoor,1794,05-01-2018,05:00:00,06:00:00,8,22,0
Computer,2,1,101,indoor,479,27-01-2018,13:00:00,14:00:00,5,21,0
Computer,2,1,101,indoor,397,29-01-2018,15:00:00,16:00:00,10,9,1
Heater,2,1,101,indoor,2797,19-01-2018,19:00:00,20:00:00,10,20,0
Heater,2,1,101,indoor,2560,20-01-2018,15:00:00,16:00:00,4,27,0
Microwave,2,1,101,indoor,1068,25-01-2018,09:00:00,10:00:00,8,27,1
Microwave,2,1,101,indoor,1662,25-01-2018,23:00:00,00:00:00,4,10,0
Microwave,2,1,101,indoor,1652,26-01-2018,12:00:00,13:00:00,7,24,0
Refridgerator,2,1,101,indoor,255,16-01-2018,09:00:00,10:00:00,9,4,0
Refridgerator,2,1,101,indoor,298,16-01-2018,23:00:00,00:00:00,0,0,0
Refridgerator,2,1,101,indoor,185,17-01-2018,23:00:00,00:00:00,4,10,1
Refridgerator,2,1,101,indoor,251,18-01-2018,06:00:00,07:00:00,5,28,0
Refridgerator,2,1,101,indoor,265,18-01-2018,17:00:00,18:00:00,0,0,0
Television,2,1,101,indoor,227,10-01-2018,11:00:00,12:00:00,10,1,1
Television,2,1,101,indoor,209,13-01-2018,16:00:00,17:00:00,8,12,1
Television,2,1,101,indoor,225,14-01-2018,06:00:00,07:00:00,4,14,1
AC,2,1,102,indoor,1064,01-01-2018,03:00:00,04:00:00,7,13,1
AC,2,1,102,indoor,1313,04-01-2018,07:00:00,08:00:00,7,1,1
Computer,2,1,102,indoor,367,31-01-2018,05:00:00,06:00:00,5,7,1
Heater,2,1,102,indoor,2291,21-01-2018,14:00:00,15:00:00,0,0,1
Heater,2,1,102,indoor,2000,23-01-2018,07:00:00,08:00:00,4,14,1
Microwave,2,1,102,indoor,1931,25-01-2018,05:00:00,06:00:00,5,13,0
Microwave,2,1,102,indoor,1172,26-01-2018,00:00:00,01:00:00,0,0,1
Refridgerator,2,1,102,indoor,228,17-01-2018,15:00:00,16:00:00,3,6,0
Television,2,1,102,indoor,218,12-01-2018,09:00:00,10:00:00,4,8,1
Television,2,1,102,indoor,238,12-01-2018,12:00:00,13:00:00,5,29,1
AC,2,1,103,indoor,1099,03-01-2018,07:00:00,08:00:00,0,0,1
AC,2,1,103,indoor,1027,03-01-2018,17:00:00,18:00:00,10,30,1
AC,2,1,103,indoor,1211,04-01-2018,02:00:00,03:00:00,1,12,1
AC,2,1,103,indoor,1984,04-01-2018,18:00:00,19:00:00,8,6,0
Computer,2,1,103,indoor,405,28-01-2018,19:00:00,20:00:00,8,19,0
Computer,2,1,103,indoor,454,30-01-2018,03:00:00,04:00:00,3,18,0
Heater,2,1,103,indoor,1941,19-01-2018,02:00:00,03:00:00,2,16,1
Heater,2,1,103,indoor,2828,21-01-2018,23:00:00,00:00:00,8,15,0
Lights,2,1,103,indoor,1720,06-01-2018,13:00:00,14:00:00,1,1,0
Lights,2,1,103,indoor,1445,06-01-2018,22:00:00,23:00:00,6,28,0
Lights,2,1,103,indoor,1079,09-01-2018,03:00:00,04:00:00,6,20,1
Lights,2,1,103,indoor,1091,09-01-2018,19:00:00,20:00:00,3,3,1
Microwave,2,1,103,indoor,1816,24-01-2018,14:00:00,15:00:00,6,3,0
Microwave,2,1,103,indoor,1004,25-01-2018,15:00:00,16:00:00,8,27,1
Refridgerator,2,1,103,indoor,257,15-01-2018,02:00:00,03:00:00,4,30,0
Television,2,1,103,indoor,288,11-01-2018,23:00:00,00:00:00,0,0,0
Television,2,1,103,indoor,200,12-01-2018,00:00:00,01:00:00,3,7,1
Television,2,1,103,indoor,224,12-01-2018,20:00:00,21:00:00,5,29,1
Television,2,1,103,indoor,273,14-01-2018,03:00:00,04:00:00,6,24,0
AC,2,1,104,indoor,1416,01-01-2018,01:00:00,02:00:00,6,26,1
AC,2,1,104,indoor,1189,01-01-2018,09:00:00,10:00:00,0,0,1
AC,2,1,104,indoor,1085,01-01-2018,22:00:00,23:00:00,2,13,1
AC,2,1,104,indoor,1543,04-01-2018,19:00:00,20:00:00,4,13,0
Computer,2,1,104,indoor,375,27-01-2018,22:00:00,23:00:00,2,15,1
Computer,2,1,104,indoor,438,27-01-2018,22:00:00,23:00:00,5,23,0
Computer,2,1,104,indoor,362,28-01-2018,01:00:00,02:00:00,9,2,1
Computer,2,1,104,indoor,359,31-01-2018,21:00:00,22:00:00,2,23,1
Lights,2,1,104,indoor,1042,07-01-2018,09:00:00,10:00:00,5,5,1
Microwave,2,1,104,indoor,1136,24-01-2018,09:00:00,10:00:00,7,14,1
Refridgerator,2,1,104,indoor,196,16-01-2018,03:00:00,04:00:00,4,13,1
Refridgerator,2,1,104,indoor,113,16-01-2018,23:00:00,00:00:00,4,4,1
Computer,2,1,105,indoor,360,31-01-2018,06:00:00,07:00:00,7,4,1
Computer,2,1,105,indoor,489,31-01-2018,15:00:00,16:00:00,2,19,0
Heater,2,1,105,indoor,1636,20-01-2018,20:00:00,21:00:00,8,3,1
Lights,2,1,105,indoor,1184,06-01-2018,19:00:00,20:00:00,9,8,1
Microwave,2,1,105,indoor,1643,24-01-2018,05:00:00,06:00:00,6,16,1
Microwave,2,1,105,indoor,1857,25-01-2018,20:00:00,21:00:00,4,23,0
Microwave,2,1,105,indoor,1187,26-01-2018,00:00:00,01:00:00,3,23,1
Refridgerator,2,1,105,indoor,188,15-01-2018,13:00:00,14:00:00,1,2,1
Refridgerator,2,1,105,indoor,221,16-01-2018,00:00:00,01:00:00,9,24,0
Television,2,1,105,indoor,290,11-01-2018,10:00:00,11:00:00,2,29,0
AC,2,1,106,indoor,1096,05-01-2018,13:00:00,14:00:00,4,5,1
Computer,2,1,106,indoor,389,28-01-2018,22:00:00,23:00:00,6,19,1
Computer,2,1,106,indoor,362,29-01-2018,22:00:00,23:00:00,5,26,1
Computer,2,1,106,indoor,398,31-01-2018,04:00:00,05:00:00,1,26,1
Heater,2,1,106,indoor,2503,21-01-2018,19:00:00,20:00:00,1,18,1
Lights,2,1,106,indoor,1206,05-01-2018,23:00:00,00:00:00,9,27,1
Lights,2,1,106,indoor,1677,06-01-2018,11:00:00,12:00:00,8,26,0
Microwave,2,1,106,indoor,1071,23-01-2018,02:00:00,03:00:00,10,27,1
Refridgerator,2,1,106,indoor,243,15-01-2018,20:00:00,21:00:00,0,0,0
Refridgerator,2,1,106,indoor,195,18-01-2018,22:00:00,23:00:00,0,0,0
Television,2,1,106,indoor,268,10-01-2018,22:00:00,23:00:00,8,23,0
Television,2,1,106,indoor,206,12-01-2018,01:00:00,02:00:00,2,26,1
Television,2,1,106,indoor,265,14-01-2018,09:00:00,10:00:00,0,0,0
AC,2,1,107,indoor,1260,05-01-2018,10:00:00,11:00:00,5,15,1
Computer,2,1,107,indoor,495,30-01-2018,21:00:00,22:00:00,7,20,0
Heater,2,1,107,indoor,2018,21-01-2018,09:00:00,10:00:00,10,8,1
Heater,2,1,107,indoor,2291,21-01-2018,11:00:00,12:00:00,10,6,1
Lights,2,1,107,indoor,1360,06-01-2018,12:00:00,13:00:00,2,25,1
Lights,2,1,107,indoor,1155,06-01-2018,23:00:00,00:00:00,5,18,1
Lights,2,1,107,indoor,1295,09-01-2018,04:00:00,05:00:00,10,16,1
Microwave,2,1,107,indoor,1946,23-01-2018,05:00:00,06:00:00,4,2,0
Microwave,2,1,107,indoor,1224,23-01-2018,06:00:00,07:00:00,4,23,1
Microwave,2,1,107,indoor,1243,24-01-2018,01:00:00,02:00:00,2,4,1
Microwave,2,1,107,indoor,1460,24-01-2018,17:00:00,18:00:00,6,6,1
Refridgerator,2,1,107,indoor,101,15-01-2018,04:00:00,05:00:00,5,15,1
Refridgerator,2,1,107,indoor,291,15-01-2018,05:00:00,06:00:00,0,0,0
Refridgerator,2,1,107,indoor,160,16-01-2018,13:00:00,14:00:00,1,16,1
Refridgerator,2,1,107,indoor,137,18-01-2018,10:00:00,11:00:00,8,25,1
Television,2,1,107,indoor,250,11-01-2018,07:00:00,08:00:00,4,4,1
Television,2,1,107,indoor,238,12-01-2018,10:00:00,11:00:00,3,25,1
Television,2,1,107,indoor,242,12-01-2018,14:00:00,15:00:00,9,10,0
Television,2,1,107,indoor,209,13-01-2018,11:00:00,12:00:00,5,8,1
AC,2,1,0,outdoor,4487,01-01-2018,01:00:00,02:00:00,0,0,0
AC,2,1,0,outdoor,2678,01-01-2018,03:00:00,04:00:00,0,0,1
AC,2,1,0,outdoor,4763,01-01-2018,05:00:00,06:00:00,3,23,0
AC,2,1,0,outdoor,2128,01-01-2018,06:00:00,07:00:00,3,24,1
AC,2,1,0,outdoor,4562,01-01-2018,22:00:00,23:00:00,8,30,0
AC,2,1,0,outdoor,3230,02-01-2018,15:00:00,16:00:00,6,12,1
AC,2,1,0,outdoor,4759,02-01-2018,22:00:00,23:00:00,3,7,0
AC,2,1,0,outdoor,3317,03-01-2018,12:00:00,13:00:00,6,8,1
AC,2,1,0,outdoor,2003,03-01-2018,20:00:00,21:00:00,1,25,1
AC,2,1,0,outdoor,4225,03-01-2018,21:00:00,22:00:00,9,6,0
AC,2,1,0,outdoor,3311,03-01-2018,22:00:00,23:00:00,7,7,1
AC,2,1,0,outdoor,3904,04-01-2018,01:00:00,02:00:00,9,18,0
AC,2,1,0,outdoor,2617,04-01-2018,13:00:00,14:00:00,1,8,1
AC,2,1,0,outdoor,3148,05-01-2018,03:00:00,04:00:00,0,0,1
AC,2,1,0,outdoor,4409,05-01-2018,17:00:00,18:00:00,2,15,0
Computer,2,1,0,outdoor,312,28-01-2018,08:00:00,09:00:00,6,27,1
Computer,2,1,0,outdoor,471,28-01-2018,09:00:00,10:00:00,5,12,0
Computer,2,1,0,outdoor,312,28-01-2018,17:00:00,18:00:00,7,10,1
Computer,2,1,0,outdoor,402,28-01-2018,18:00:00,19:00:00,2,5,0
Computer,2,1,0,outdoor,318,29-01-2018,09:00:00,10:00:00,1,5,1
Computer,2,1,0,outdoor,376,29-01-2018,10:00:00,11:00:00,7,10,0
Computer,2,1,0,outdoor,496,30-01-2018,14:00:00,15:00:00,3,11,0
Computer,2,1,0,outdoor,491,30-01-2018,14:00:00,15:00:00,3,21,0
Computer,2,1,0,outdoor,478,31-01-2018,02:00:00,03:00:00,1,30,0
Computer,2,1,0,outdoor,383,31-01-2018,07:00:00,08:00:00,0,0,1
Heater,2,1,0,outdoor,1515,18-01-2018,20:00:00,21:00:00,10,3,1
Heater,2,1,0,outdoor,2647,19-01-2018,03:00:00,04:00:00,1,14,0
Heater,2,1,0,outdoor,1512,19-01-2018,04:00:00,05:00:00,4,10,1
Heater,2,1,0,outdoor,2225,19-01-2018,07:00:00,08:00:00,0,0,0
Heater,2,1,0,outdoor,2740,19-01-2018,14:00:00,15:00:00,7,16,0
Heater,2,1,0,outdoor,1633,20-01-2018,07:00:00,08:00:00,4,9,1
Heater,2,1,0,outdoor,1508,21-01-2018,13:00:00,14:00:00,3,23,1
Heater,2,1,0,outdoor,2007,21-01-2018,15:00:00,16:00:00,0,0,1
Heater,2,1,0,outdoor,2938,21-01-2018,17:00:00,18:00:00,3,23,0
Heater,2,1,0,outdoor,2270,22-01-2018,06:00:00,07:00:00,3,17,0
Heater,2,1,0,outdoor,2426,22-01-2018,11:00:00,12:00:00,3,12,0
Heater,2,1,0,outdoor,2219,22-01-2018,16:00:00,17:00:00,4,21,1
Heater,2,1,0,outdoor,2835,22-01-2018,17:00:00,18:00:00,10,30,0
Heater,2,1,0,outdoor,2159,22-01-2018,22:00:00,23:00:00,2,30,1
Lights,2,1,0,outdoor,2228,05-01-2018,07:00:00,08:00:00,3,23,1
Lights,2,1,0,outdoor,2118,05-01-2018,12:00:00,13:00:00,2,7,1
Lights,2,1,0,outdoor,4811,05-01-2018,14:00:00,15:00:00,4,24,0
Lights,2,1,0,outdoor,4316,05-01-2018,18:00:00,19:00:00,0,0,0
Lights,2,1,0,outdoor,4050,06-01-2018,05:00:00,06:00:00,6,24,0
Lights,2,1,0,outdoor,3741,06-01-2018,17:00:00,18:00:00,7,28,0
Lights,2,1,0,outdoor,4898,09-01-2018,12:00:00,13:00:00,4,13,0
Microwave,2,1,0,outdoor,1135,23-01-2018,11:00:00,12:00:00,1,5,1
Microwave,2,1,0,outdoor,1706,23-01-2018,13:00:00,14:00:00,8,30,0
Microwave,2,1,0,outdoor,1793,23-01-2018,17:00:00,18:00:00,2,9,0
Microwave,2,1,0,outdoor,1296,23-01-2018,23:00:00,00:00:00,8,18,1
Microwave,2,1,0,outdoor,1949,24-01-2018,20:00:00,21:00:00,9,13,0
Microwave,2,1,0,outdoor,1945,25-01-2018,12:00:00,13:00:00,0,0,0
Microwave,2,1,0,outdoor,1437,25-01-2018,14:00:00,15:00:00,10,13,1
Microwave,2,1,0,outdoor,1849,25-01-2018,21:00:00,22:00:00,7,16,0
Microwave,2,1,0,outdoor,1528,26-01-2018,19:00:00,20:00:00,2,19,1
Microwave,2,1,0,outdoor,1862,26-01-2018,23:00:00,00:00:00,8,14,0
Microwave,2,1,0,outdoor,1874,26-01-2018,23:00:00,00:00:00,0,0,0
Microwave,2,1,0,outdoor,1191,27-01-2018,16:00:00,17:00:00,8,29,1
Microwave,2,1,0,outdoor,1943,27-01-2018,21:00:00,22:00:00,0,0,0
Refridgerator,2,1,0,outdoor,195,14-01-2018,23:00:00,00:00:00,2,6,1
Refridgerator,2,1,0,outdoor,113,15-01-2018,04:00:00,05:00:00,0,0,1
Refridgerator,2,1,0,outdoor,291,15-01-2018,07:00:00,08:00:00,6,27,0
Refridgerator,2,1,0,outdoor,108,15-01-2018,09:00:00,10:00:00,1,6,1
Refridgerator,2,1,0,outdoor,236,15-01-2018,11:00:00,12:00:00,0,0,0
Refridgerator,2,1,0,outdoor,131,15-01-2018,23:00:00,00:00:00,1,14,1
Refridgerator,2,1,0,outdoor,237,16-01-2018,08:00:00,09:00:00,2,12,0
Refridgerator,2,1,0,outdoor,265,16-01-2018,20:00:00,21:00:00,1,12,0
Refridgerator,2,1,0,outdoor,231,18-01-2018,13:00:00,14:00:00,9,7,0
Refridgerator,2,1,0,outdoor,201,18-01-2018,17:00:00,18:00:00,4,19,0
Refridgerator,2,1,0,outdoor,187,18-01-2018,21:00:00,22:00:00,7,18,1
Television,2,1,0,outdoor,274,10-01-2018,00:00:00,01:00:00,4,3,0
Television,2,1,0,outdoor,262,10-01-2018,05:00:00,06:00:00,0,0,0
Television,2,1,0,outdoor,258,10-01-2018,09:00:00,10:00:00,6,25,0
Television,2,1,0,outdoor,200,10-01-2018,10:00:00,11:00:00,3,23,1
Television,2,1,0,outdoor,208,10-01-2018,14:00:00,15:00:00,6,7,1
Television,2,1,0,outdoor,202,10-01-2018,20:00:00,21:00:00,6,9,1
Television,2,1,0,outdoor,250,11-01-2018,06:00:00,07:00:00,3,27,0
Television,2,1,0,outdoor,260,11-01-2018,10:00:00,11:00:00,9,29,0
Television,2,1,0,outdoor,257,11-01-2018,12:00:00,13:00:00,8,19,0
Television,2,1,0,outdoor,268,11-01-2018,16:00:00,17:00:00,0,0,0
Television,2,1,0,outdoor,221,12-01-2018,01:00:00,02:00:00,2,14,1
AC,2,2,201,indoor,1900,01-01-2018,02:00:00,03:00:00,5,20,0
AC,2,2,201,indoor,1534,03-01-2018,03:00:00,04:00:00,6,13,0
AC,2,2,201,indoor,1343,04-01-2018,23:00:00,00:00:00,0,0,1
Computer,2,2,201,indoor,412,28-01-2018,14:00:00,15:00:00,1,15,0
Heater,2,2,201,indoor,2506,20-01-2018,05:00:00,06:00:00,4,22,0
Heater,2,2,201,indoor,1562,21-01-2018,11:00:00,12:00:00,3,19,1
Lights,2,2,201,indoor,1945,06-01-2018,06:00:00,07:00:00,3,23,0
Lights,2,2,201,indoor,1455,07-01-2018,16:00:00,17:00:00,7,16,1
Lights,2,2,201,indoor,1706,07-01-2018,21:00:00,22:00:00,2,14,0
Lights,2,2,201,indoor,1198,08-01-2018,06:00:00,07:00:00,5,7,1
Microwave,2,2,201,indoor,1405,24-01-2018,22:00:00,23:00:00,9,2,1
Refridgerator,2,2,201,indoor,285,15-01-2018,15:00:00,16:00:00,8,28,0
Television,2,2,201,indoor,281,12-01-2018,16:00:00,17:00:00,6,15,0
Television,2,2,201,indoor,258,13-01-2018,10:00:00,11:00:00,5,7,0
Television,2,2,201,indoor,259,14-01-2018,17:00:00,18:00:00,9,28,0
AC,2,2,202,indoor,1421,01-01-2018,17:00:00,18:00:00,5,28,1
AC,2,2,202,indoor,1985,03-01-2018,06:00:00,07:00:00,3,18,0
AC,2,2,202,indoor,1858,04-01-2018,08:00:00,09:00:00,0,0,0
AC,2,2,202,indoor,1231,04-01-2018,22:00:00,23:00:00,6,1,1
Computer,2,2,202,indoor,320,31-01-2018,07:00:00,08:00:00,7,12,1
Heater,2,2,202,indoor,2939,19-01-2018,14:00:00,15:00:00,10,15,0
Heater,2,2,202,indoor,2066,22-01-2018,15:00:00,16:00:00,4,12,1
Lights,2,2,202,indoor,1417,05-01-2018,08:00:00,09:00:00,0,0,1
Lights,2,2,202,indoor,1978,06-01-2018,12:00:00,13:00:00,4,25,0
Microwave,2,2,202,indoor,1113,23-01-2018,19:00:00,20:00:00,7,8,1
Microwave,2,2,202,indoor,1230,24-01-2018,11:00:00,12:00:00,10,1,1
Microwave,2,2,202,indoor,1949,24-01-2018,13:00:00,14:00:00,2,30,0
Microwave,2,2,202,indoor,1151,25-01-2018,18:00:00,19:00:00,7,21,1
Refridgerator,2,2,202,indoor,167,15-01-2018,09:00:00,10:00:00,3,12,1
Refridgerator,2,2,202,indoor,218,16-01-2018,17:00:00,18:00:00,9,26,0
Refridgerator,2,2,202,indoor,265,17-01-2018,00:00:00,01:00:00,8,15,0
AC,2,2,203,indoor,1702,01-01-2018,12:00:00,13:00:00,2,12,0
AC,2,2,203,indoor,1391,02-01-2018,02:00:00,03:00:00,8,8,1
AC,2,2,203,indoor,1771,02-01-2018,06:00:00,07:00:00,6,27,0
AC,2,2,203,indoor,1293,04-01-2018,04:00:00,05:00:00,9,23,1
Computer,2,2,203,indoor,431,30-01-2018,22:00:00,23:00:00,2,14,0
Computer,2,2,203,indoor,315,31-01-2018,18:00:00,19:00:00,4,14,1
Heater,2,2,203,indoor,2124,20-01-2018,06:00:00,07:00:00,6,9,0
Lights,2,2,203,indoor,1821,07-01-2018,15:00:00,16:00:00,0,0,0
Microwave,2,2,203,indoor,1181,23-01-2018,06:00:00,07:00:00,0,0,1
Microwave,2,2,203,indoor,1575,24-01-2018,10:00:00,11:00:00,7,30,0
Microwave,2,2,203,indoor,1837,24-01-2018,13:00:00,14:00:00,6,26,0
Microwave,2,2,203,indoor,1203,24-01-2018,21:00:00,22:00:00,7,29,1
Microwave,2,2,203,indoor,1250,25-01-2018,13:00:00,14:00:00,2,12,1
Microwave,2,2,203,indoor,1512,26-01-2018,02:00:00,03:00:00,10,12,0
Microwave,2,2,203,indoor,1696,26-01-2018,14:00:00,15:00:00,0,0,0
Microwave,2,2,203,indoor,1808,26-01-2018,20:00:00,21:00:00,2,18,0
Refridgerator,2,2,203,indoor,138,14-01-2018,14:00:00,15:00:00,0,0,1
Refridgerator,2,2,203,indoor,131,16-01-2018,19:00:00,20:00:00,1,8,1
Refridgerator,2,2,203,indoor,205,17-01-2018,00:00:00,01:00:00,5,24,0
Television,2,2,203,indoor,273,10-01-2018,04:00:00,05:00:00,7,24,0
Television,2,2,203,indoor,237,11-01-2018,21:00:00,22:00:00,0,0,1
AC,2,2,204,indoor,1755,02-01-2018,21:00:00,22:00:00,4,19,0
Computer,2,2,204,indoor,309,28-01-2018,01:00:00,02:00:00,4,23,1
Computer,2,2,204,indoor,392,29-01-2018,16:00:00,17:00:00,1,24,1
Heater,2,2,204,indoor,1525,20-01-2018,17:00:00,18:00:00,10,10,1
Heater,2,2,204,indoor,1730,20-01-2018,21:00:00,22:00:00,0,0,1
Lights,2,2,204,indoor,1877,06-01-2018,15:00:00,16:00:00,4,21,0
Lights,2,2,204,indoor,1416,08-01-2018,19:00:00,20:00:00,0,0,1
Microwave,2,2,204,indoor,1540,26-01-2018,17:00:00,18:00:00,2,7,0
Refridgerator,2,2,204,indoor,235,16-01-2018,09:00:00,10:00:00,0,0,0
Television,2,2,204,indoor,294,11-01-2018,07:00:00,08:00:00,10,30,0
Television,2,2,204,indoor,201,13-01-2018,09:00:00,10:00:00,9,14,1
AC,2,2,205,indoor,1709,01-01-2018,07:00:00,08:00:00,7,11,0
AC,2,2,205,indoor,1524,03-01-2018,22:00:00,23:00:00,1,29,0
Computer,2,2,205,indoor,343,28-01-2018,00:00:00,01:00:00,0,0,1
Heater,2,2,205,indoor,1778,20-01-2018,12:00:00,13:00:00,8,18,1
Microwave,2,2,205,indoor,1393,26-01-2018,06:00:00,07:00:00,1,14,0
Refridgerator,2,2,205,indoor,278,14-01-2018,23:00:00,00:00:00,3,27,0
Refridgerator,2,2,205,indoor,281,16-01-2018,04:00:00,05:00:00,0,0,0
Television,2,2,205,indoor,268,12-01-2018,05:00:00,06:00:00,2,15,0
Television,2,2,205,indoor,271,12-01-2018,08:00:00,09:00:00,10,7,0
AC,2,2,206,indoor,1825,01-01-2018,07:00:00,08:00:00,10,26,0
AC,2,2,206,indoor,1560,02-01-2018,18:00:00,19:00:00,6,25,1
AC,2,2,206,indoor,1278,02-01-2018,20:00:00,21:00:00,7,9,1
Heater,2,2,206,indoor,2426,19-01-2018,02:00:00,03:00:00,7,22,0
Lights,2,2,206,indoor,1068,08-01-2018,10:00:00,11:00:00,8,13,1
Microwave,2,2,206,indoor,1089,23-01-2018,16:00:00,17:00:00,3,29,1
Microwave,2,2,206,indoor,1215,24-01-2018,04:00:00,05:00:00,5,1,1
Microwave,2,2,206,indoor,1525,24-01-2018,17:00:00,18:00:00,0,0,0
Refridgerator,2,2,206,indoor,101,18-01-2018,00:00:00,01:00:00,4,17,1
Refridgerator,2,2,206,indoor,137,18-01-2018,15:00:00,16:00:00,4,28,1
AC,2,2,207,indoor,1365,03-01-2018,22:00:00,23:00:00,9,26,1
Computer,2,2,207,indoor,352,31-01-2018,03:00:00,04:00:00,10,11,1
Heater,2,2,207,indoor,1689,19-01-2018,04:00:00,05:00:00,4,14,1
Heater,2,2,207,indoor,1610,22-01-2018,17:00:00,18:00:00,0,0,1
Lights,2,2,207,indoor,1331,05-01-2018,16:00:00,17:00:00,3,18,1
Lights,2,2,207,indoor,1762,07-01-2018,04:00:00,05:00:00,1,10,0
Lights,2,2,207,indoor,1853,08-01-2018,16:00:00,17:00:00,5,27,0
Microwave,2,2,207,indoor,1544,24-01-2018,10:00:00,11:00:00,8,13,0
Microwave,2,2,207,indoor,1716,26-01-2018,12:00:00,13:00:00,5,9,0
Microwave,2,2,207,indoor,1213,27-01-2018,17:00:00,18:00:00,9,17,1
Refridgerator,2,2,207,indoor,270,17-01-2018,20:00:00,21:00:00,0,0,0
Television,2,2,207,indoor,204,10-01-2018,17:00:00,18:00:00,6,6,1
Television,2,2,207,indoor,291,11-01-2018,05:00:00,06:00:00,6,9,0
Television,2,2,207,indoor,248,13-01-2018,16:00:00,17:00:00,10,5,1
AC,2,2,0,outdoor,3109,01-01-2018,00:00:00,01:00:00,2,23,1
AC,2,2,0,outdoor,3167,01-01-2018,04:00:00,05:00:00,3,8,1
AC,2,2,0,outdoor,2504,01-01-2018,09:00:00,10:00:00,8,1,1
AC,2,2,0,outdoor,4350,01-01-2018,09:00:00,10:00:00,2,8,0
AC,2,2,0,outdoor,3958,01-01-2018,18:00:00,19:00:00,1,4,0
AC,2,2,0,outdoor,4384,01-01-2018,19:00:00,20:00:00,0,0,0
AC,2,2,0,outdoor,3646,01-01-2018,21:00:00,22:00:00,5,9,0
AC,2,2,0,outdoor,2176,02-01-2018,03:00:00,04:00:00,6,27,1
AC,2,2,0,outdoor,4131,02-01-2018,16:00:00,17:00:00,4,3,0
AC,2,2,0,outdoor,3258,02-01-2018,17:00:00,18:00:00,8,7,1
AC,2,2,0,outdoor,3403,03-01-2018,11:00:00,12:00:00,5,27,1
AC,2,2,0,outdoor,4498,03-01-2018,17:00:00,18:00:00,4,10,0
AC,2,2,0,outdoor,3850,03-01-2018,19:00:00,20:00:00,2,17,0
AC,2,2,0,outdoor,3209,04-01-2018,09:00:00,10:00:00,10,3,1
AC,2,2,0,outdoor,4547,04-01-2018,22:00:00,23:00:00,8,24,0
AC,2,2,0,outdoor,3119,04-01-2018,23:00:00,00:00:00,4,3,1
AC,2,2,0,outdoor,3668,04-01-2018,23:00:00,00:00:00,7,4,0
AC,2,2,0,outdoor,4517,05-01-2018,10:00:00,11:00:00,0,0,0
Computer,2,2,0,outdoor,326,27-01-2018,12:00:00,13:00:00,7,13,1
Computer,2,2,0,outdoor,384,27-01-2018,16:00:00,17:00:00,2,5,1
Computer,2,2,0,outdoor,402,28-01-2018,09:00:00,10:00:00,2,28,0
Computer,2,2,0,outdoor,405,28-01-2018,13:00:00,14:00:00,3,7,0
Computer,2,2,0,outdoor,378,29-01-2018,03:00:00,04:00:00,3,9,1
Computer,2,2,0,outdoor,392,29-01-2018,13:00:00,14:00:00,1,20,0
Computer,2,2,0,outdoor,397,29-01-2018,15:00:00,16:00:00,0,0,0
Computer,2,2,0,outdoor,489,30-01-2018,09:00:00,10:00:00,5,4,0
Computer,2,2,0,outdoor,435,30-01-2018,11:00:00,12:00:00,4,5,0
Computer,2,2,0,outdoor,429,30-01-2018,12:00:00,13:00:00,3,14,0
Computer,2,2,0,outdoor,303,30-01-2018,14:00:00,15:00:00,2,20,1
Computer,2,2,0,outdoor,433,30-01-2018,19:00:00,20:00:00,0,0,0
Computer,2,2,0,outdoor,417,30-01-2018,21:00:00,22:00:00,10,29,0
Computer,2,2,0,outdoor,307,31-01-2018,03:00:00,04:00:00,4,12,1
Heater,2,2,0,outdoor,1766,19-01-2018,07:00:00,08:00:00,8,25,1
Heater,2,2,0,outdoor,2678,20-01-2018,03:00:00,04:00:00,6,9,0
Heater,2,2,0,outdoor,2971,20-01-2018,11:00:00,12:00:00,2,5,0
Heater,2,2,0,outdoor,2417,20-01-2018,14:00:00,15:00:00,0,0,0
Heater,2,2,0,outdoor,2228,20-01-2018,16:00:00,17:00:00,10,14,1
Heater,2,2,0,outdoor,2670,20-01-2018,16:00:00,17:00:00,0,0,0
Heater,2,2,0,outdoor,2889,20-01-2018,20:00:00,21:00:00,2,7,0
Heater,2,2,0,outdoor,2862,22-01-2018,09:00:00,10:00:00,4,27,0
