device,room,weather_type,date,from_time,to_time,time,no_of_people,time_stayed_mins,power,message,action
Heater,103,very cold,20-01-2018,10:00:00,11:00:00,morning,13,30,2208.660156,"Moving 1 people from room 111 to room 105 saves 2249.0078125 of electricity, power consumption will reduce from 15648.7109375 to 13399.703125",Turn off Heater in room 111
Heater,103,cold,20-01-2018,11:00:00,12:00:00,morning,7,28,2220.386719,"Moving 9 people from room 101 to room 119 saves 2278.1640625 of electricity, power consumption will reduce from 15692.45703125 to 13414.29296875",Turn off Heater in room 101
Heater,103,low cold,20-01-2018,12:00:00,13:00:00,afternoon,9,51,2280.875,"Moving 9 people from room 106 to room 103 saves 2272.33203125 of electricity, power consumption will reduce from 15829.625 to 13557.29296875",Turn off Heater in room 106
Heater,103,low hot,20-01-2018,12:00:00,13:00:00,afternoon,4,1,2272.390625,"Moving 9 people from room 106 to room 103 saves 2272.33203125 of electricity, power consumption will reduce from 15829.625 to 13557.29296875",Turn off Heater in room 106
Heater,103,low hot,20-01-2018,14:00:00,15:00:00,afternoon,1,34,2240.105469,"Moving 1 people from room 118 to room 118 saves 2254.54296875 of electricity, power consumption will reduce from 15716.80078125 to 13462.2578125",Turn off Heater in room 118
Heater,103,low cold,20-01-2018,15:00:00,16:00:00,afternoon,11,19,2248.355469,"Moving 15 people from room 119 to room 118 saves 2275.73046875 of electricity, power consumption will reduce from 15826.9296875 to 13551.19921875",Turn off Heater in room 119
Heater,103,hot,20-01-2018,16:00:00,17:00:00,evening,5,20,2218.640625,"Moving 14 people from room 114 to room 103 saves 2258.58984375 of electricity, power consumption will reduce from 15651.76953125 to 13393.1796875",Turn off Heater in room 114
Heater,103,very cold,20-01-2018,20:00:00,21:00:00,night,0,0,2208.742188,"Moving 14 people from room 105 to room 119 saves 2245.5625 of electricity, power consumption will reduce from 15664.640625 to 13419.078125",Turn off Heater in room 105
Heater,103,low cold,21-01-2018,08:00:00,09:00:00,morning,4,59,2216.792969,"Moving 4 people from room 119 to room 105 saves 2240.5625 of electricity, power consumption will reduce from 15510.59765625 to 13270.03515625",Turn off Heater in room 119
Heater,103,very cold,21-01-2018,10:00:00,11:00:00,morning,11,13,2141.363281,None,Turn off Heater in room 105
Heater,103,very cold,21-01-2018,14:00:00,15:00:00,afternoon,1,40,2151.253906,"Moving 4 people from room 118 to room 104 saves 2195.24609375 of electricity, power consumption will reduce from 15211.92578125 to 13016.6796875",Turn off Heater in room 118
Heater,103,hot,21-01-2018,16:00:00,17:00:00,evening,10,6,2151.316406,None,Turn off Heater in room 108
Heater,103,very cold,21-01-2018,18:00:00,19:00:00,evening,3,46,2193.882813,"Moving 9 people from room 109 to room 118 saves 2235.3359375 of electricity, power consumption will reduce from 15541.01953125 to 13305.68359375",Turn off Heater in room 109
Heater,103,cold,21-01-2018,19:00:00,20:00:00,night,10,37,2183.34375,"Moving 2 people from room 117 to room 100 saves 2219.046875 of electricity, power consumption will reduce from 15448.01953125 to 13228.97265625",Turn off Heater in room 117
Heater,103,cold,22-01-2018,02:00:00,03:00:00,midnight,7,45,2198.609375,None,Turn off Heater in room 101
Heater,103,cold,22-01-2018,03:00:00,04:00:00,midnight,3,24,2176.695313,"Moving 8 people from room 115 to room 109 saves 2206.1640625 of electricity, power consumption will reduce from 15462.375 to 13256.2109375",Turn off Heater in room 115
Heater,103,cold,22-01-2018,06:00:00,07:00:00,early morning,0,0,2160.746094,"Moving 3 people from room 106 to room 114 saves 2198.18359375 of electricity, power consumption will reduce from 15337.484375 to 13139.30078125",Turn off Heater in room 106
Heater,103,cold,22-01-2018,08:00:00,09:00:00,morning,12,5,2190.402344,"Moving 11 people from room 100 to room 107 saves 2252.16796875 of electricity, power consumption will reduce from 15572.25 to 13320.08203125",Turn off Heater in room 100
Heater,103,very hot,22-01-2018,09:00:00,10:00:00,morning,5,24,2226.453125,"Moving 5 people from room 103 to room 105 saves 2226.453125 of electricity, power consumption will reduce from 15577.46484375 to 13351.01171875",Turn off Heater in room 103
Heater,103,very hot,22-01-2018,10:00:00,11:00:00,morning,7,26,2181.589844,"Moving 7 people from room 103 to room 106 saves 2181.58984375 of electricity, power consumption will reduce from 15199.1015625 to 13017.51171875",Turn off Heater in room 103
Heater,103,low cold,22-01-2018,11:00:00,12:00:00,morning,13,53,2196.34375,"Moving 10 people from room 111 to room 111 saves 2206.09375 of electricity, power consumption will reduce from 15424.34375 to 13218.25",Turn off Heater in room 111
Heater,103,very cold,22-01-2018,16:00:00,17:00:00,evening,8,14,2152.398438,"Moving 1 people from room 115 to room 117 saves 2167.19921875 of electricity, power consumption will reduce from 15288.71484375 to 13121.515625",Turn off Heater in room 115
Heater,103,low hot,22-01-2018,18:00:00,19:00:00,evening,1,4,2221.625,"Moving 1 people from room 111 to room 103 saves 2235.4765625 of electricity, power consumption will reduce from 15527.72265625 to 13292.24609375",Turn off Heater in room 111
Heater,103,hot,22-01-2018,23:00:00,00:00:00,midnight,13,46,2210.578125,"Moving 6 people from room 111 to room 113 saves 2246.0234375 of electricity, power consumption will reduce from 15631.84375 to 13385.8203125",Turn off Heater in room 111
Lights,103,low cold,05-01-2018,09:00:00,10:00:00,morning,13,40,1496.484375,"Moving 1 people from room 110 to room 103 saves 1470.2578125 of electricity, power consumption will reduce from 10488.27734375 to 9018.01953125",Turn off AC in room 110
Lights,103,hot,05-01-2018,14:00:00,15:00:00,afternoon,10,2,1432.863281,"Moving 5 people from room 106 to room 104 saves 1453.12109375 of electricity, power consumption will reduce from 10122.7734375 to 8669.65234375",Turn off Lights in room 106
Lights,103,hot,05-01-2018,16:00:00,17:00:00,evening,11,7,1431.300781,None,Turn off Lights in room 105
Lights,103,cold,05-01-2018,19:00:00,20:00:00,night,12,16,1458.007813,"Moving 5 people from room 100 to room 102 saves 1495.49609375 of electricity, power consumption will reduce from 10304.33203125 to 8808.8359375",Turn off AC in room 100
Lights,103,very cold,06-01-2018,00:00:00,01:00:00,midnight,3,12,1469.3125,None,Turn off Lights in room 112
Lights,103,very hot,06-01-2018,00:00:00,01:00:00,midnight,1,46,1503.621094,None,Turn off Lights in room 112
Lights,103,very hot,06-01-2018,00:00:00,01:00:00,midnight,13,20,1496.195313,None,Turn off Lights in room 112
Lights,103,very cold,06-01-2018,03:00:00,04:00:00,midnight,0,0,1452.613281,None,Turn off Lights in room 103
Lights,103,hot,06-01-2018,07:00:00,08:00:00,morning,13,16,1474.5,"Moving 3 people from room 110 to room 110 saves 1496.67578125 of electricity, power consumption will reduce from 10476.84765625 to 8980.171875",Turn off Lights in room 110
Lights,103,very cold,06-01-2018,10:00:00,11:00:00,morning,1,19,1436.332031,"Moving 8 people from room 108 to room 115 saves 1485.109375 of electricity, power consumption will reduce from 10295.16796875 to 8810.05859375",Turn off Lights in room 108
Lights,103,hot,06-01-2018,15:00:00,16:00:00,afternoon,13,9,1462.550781,"Moving 7 people from room 113 to room 108 saves 1480.421875 of electricity, power consumption will reduce from 10308.87890625 to 8828.45703125",Turn off Lights in room 113
Lights,103,very hot,06-01-2018,16:00:00,17:00:00,evening,9,24,1462.5,"Moving 8 people from room 100 to room 112 saves 1475.34765625 of electricity, power consumption will reduce from 10232.08203125 to 8756.734375",Turn off Lights in room 100
Lights,103,low hot,06-01-2018,21:00:00,22:00:00,night,7,14,1506.648438,None,Turn off Lights in room 107
Lights,103,hot,07-01-2018,01:00:00,02:00:00,midnight,14,28,1477.402344,"Moving 14 people from room 101 to room 107 saves 1502.4140625 of electricity, power consumption will reduce from 10549.9375 to 9047.5234375",Turn off Lights in room 101
Lights,103,cold,07-01-2018,02:00:00,03:00:00,midnight,2,1,1497.585938,None,Turn off Lights in room 117
Lights,103,very cold,07-01-2018,03:00:00,04:00:00,midnight,3,42,1489.328125,"Moving 3 people from room 103 to room 109 saves 1489.328125 of electricity, power consumption will reduce from 10580.31640625 to 9090.98828125",Turn off Lights in room 103
Lights,103,very cold,07-01-2018,05:00:00,06:00:00,early morning,1,50,1492.488281,None,Turn off Lights in room 100
Lights,103,low hot,07-01-2018,09:00:00,10:00:00,morning,1,6,1532.242188,None,Turn off Lights in room 118
Lights,103,low cold,07-01-2018,11:00:00,12:00:00,morning,3,58,1507.457031,"Moving 2 people from room 109 to room 103 saves 1515.5546875 of electricity, power consumption will reduce from 10510.39453125 to 8994.83984375",Turn off Lights in room 109
Lights,103,very hot,07-01-2018,11:00:00,12:00:00,morning,2,46,1506.796875,"Moving 2 people from room 109 to room 103 saves 1515.5546875 of electricity, power consumption will reduce from 10510.39453125 to 8994.83984375",Turn off Lights in room 109
Lights,103,very hot,07-01-2018,11:00:00,12:00:00,morning,5,31,1502.925781,"Moving 2 people from room 109 to room 103 saves 1515.5546875 of electricity, power consumption will reduce from 10510.39453125 to 8994.83984375",Turn off Lights in room 109
Lights,103,very hot,07-01-2018,13:00:00,14:00:00,afternoon,0,0,1527.953125,"Moving 2 people from room 105 to room 117 saves 1534.59765625 of electricity, power consumption will reduce from 10704.00390625 to 9169.40625",Turn off Lights in room 105
Lights,103,very cold,07-01-2018,19:00:00,20:00:00,night,8,34,1501.902344,"Moving 8 people from room 103 to room 108 saves 1501.90234375 of electricity, power consumption will reduce from 10760.0859375 to 9258.18359375",Turn off Lights in room 103
Lights,103,low cold,07-01-2018,20:00:00,21:00:00,night,7,45,1498.714844,"Moving 7 people from room 119 to room 107 saves 1499.05078125 of electricity, power consumption will reduce from 10555.17578125 to 9056.125",Turn off Lights in room 119
Lights,103,very cold,08-01-2018,03:00:00,04:00:00,midnight,2,13,1467.117188,"Moving 2 people from room 103 to room 114 saves 1467.1171875 of electricity, power consumption will reduce from 10510.4609375 to 9043.34375",Turn off Lights in room 103
Lights,103,low hot,08-01-2018,04:00:00,05:00:00,early morning,9,6,1515.21875,"Moving 8 people from room 105 to room 107 saves 1496.0859375 of electricity, power consumption will reduce from 10676.171875 to 9180.0859375",Turn off Lights in room 105
Lights,103,low cold,08-01-2018,05:00:00,06:00:00,early morning,2,11,1491.660156,"Moving 2 people from room 103 to room 108 saves 1491.66015625 of electricity, power consumption will reduce from 10433.875 to 8942.21484375",Turn off Lights in room 103
Lights,103,very cold,08-01-2018,16:00:00,17:00:00,evening,0,0,1443.363281,"Moving 14 people from room 106 to room 102 saves 1479.2578125 of electricity, power consumption will reduce from 10266.8515625 to 8787.59375",Turn off Lights in room 106
Lights,103,hot,08-01-2018,17:00:00,18:00:00,evening,12,43,1457.765625,"Moving 10 people from room 105 to room 109 saves 1445.00390625 of electricity, power consumption will reduce from 10329.4296875 to 8884.42578125",Turn off Lights in room 105
Lights,103,low hot,08-01-2018,18:00:00,19:00:00,evening,10,48,1524.539063,"Moving 11 people from room 108 to room 116 saves 1526.54296875 of electricity, power consumption will reduce from 10649.14453125 to 9122.6015625",Turn off Lights in room 108
Lights,103,low cold,08-01-2018,19:00:00,20:00:00,night,15,2,1502.101563,None,Turn off Lights in room 111
Lights,103,very hot,08-01-2018,19:00:00,20:00:00,night,2,19,1509.578125,None,Turn off Lights in room 111
Lights,103,hot,08-01-2018,22:00:00,23:00:00,night,0,0,1495.890625,"Moving 1 people from room 102 to room 103 saves 1474.91796875 of electricity, power consumption will reduce from 10559.23046875 to 9084.3125",Turn off Lights in room 102
Lights,103,cold,08-01-2018,22:00:00,23:00:00,night,1,32,1492.15625,"Moving 1 people from room 102 to room 103 saves 1474.91796875 of electricity, power consumption will reduce from 10559.23046875 to 9084.3125",Turn off Lights in room 102
Lights,103,hot,09-01-2018,10:00:00,11:00:00,morning,3,51,1466.5625,"Moving 15 people from room 103 to room 116 saves 204.875 of electricity, power consumption will reduce from 9014.44921875 to 8809.57421875",Turn off Television in room 103
Lights,103,very cold,09-01-2018,13:00:00,14:00:00,afternoon,1,12,1488.71875,"Moving 12 people from room 111 to room 110 saves 284.0078125 of electricity, power consumption will reduce from 9348.59375 to 9064.5859375",Turn off Television in room 111
Lights,103,very hot,09-01-2018,19:00:00,20:00:00,night,0,0,1504.789063,"Moving 11 people from room 101 to room 109 saves 301.41796875 of electricity, power consumption will reduce from 9362.71875 to 9061.30078125",Turn off Television in room 101
Lights,103,low hot,09-01-2018,21:00:00,22:00:00,night,11,53,1526.609375,"Moving 8 people from room 108 to room 104 saves 269.8828125 of electricity, power consumption will reduce from 9371.203125 to 9101.3203125",Turn off Television in room 108
Microwave,103,very cold,23-01-2018,02:00:00,03:00:00,midnight,1,7,1467.667969,"Moving 12 people from room 104 to room 107 saves 1495.078125 of electricity, power consumption will reduce from 11120.90625 to 9625.828125",Turn off Microwave in room 104
Microwave,103,hot,23-01-2018,11:00:00,12:00:00,morning,4,13,1453.511719,"Moving 11 people from room 117 to room 103 saves 1488.27734375 of electricity, power consumption will reduce from 10916.44921875 to 9428.171875",Turn off Microwave in room 117
Microwave,103,low cold,23-01-2018,12:00:00,13:00:00,afternoon,0,0,1494.894531,"Moving 3 people from room 104 to room 113 saves 1498.4765625 of electricity, power consumption will reduce from 11127.1640625 to 9628.6875",Turn off Microwave in room 104
Microwave,103,cold,23-01-2018,15:00:00,16:00:00,afternoon,1,27,1453.007813,None,Turn off Microwave in room 107
Microwave,103,very cold,24-01-2018,01:00:00,02:00:00,midnight,10,58,1481.304688,"Moving 7 people from room 109 to room 100 saves 1516.35546875 of electricity, power consumption will reduce from 10430.55859375 to 8914.203125",Turn off Microwave in room 109
